Time_ps,Chan1
0.0,0
16.0,1
32.0,1
48.0,0
64.0,0
80.0,0
96.0,0
112.0,0
128.0,1
144.0,3
160.0,0
176.0,2
192.0,0
208.0,0
224.0,0
240.0,2
256.0,0
272.0,1
288.0,0
304.0,0
320.0,2
336.0,0
352.0,0
368.0,0
384.0,0
400.0,1
416.0,0
432.0,0
448.0,1
464.0,0
480.0,1
496.0,0
512.0,0
528.0,1
544.0,0
560.0,0
576.0,0
592.0,0
608.0,0
624.0,1
640.0,0
656.0,0
672.0,1
688.0,0
704.0,0
720.0,0
736.0,0
752.0,0
768.0,0
784.0,1
800.0,1
816.0,0
832.0,0
848.0,0
864.0,0
880.0,1
896.0,0
912.0,1
928.0,0
944.0,0
960.0,1
976.0,0
992.0,0
1008.0,1
1024.0,0
1040.0,0
1056.0,1
1072.0,1
1088.0,0
1104.0,0
1120.0,1
1136.0,0
1152.0,0
1168.0,0
1184.0,1
1200.0,0
1216.0,1
1232.0,0
1248.0,0
1264.0,0
1280.0,1
1296.0,0
1312.0,0
1328.0,0
1344.0,0
1360.0,1
1376.0,1
1392.0,1
1408.0,1
1424.0,0
1440.0,0
1456.0,1
1472.0,0
1488.0,0
1504.0,1
1520.0,0
1536.0,2
1552.0,0
1568.0,0
1584.0,0
1600.0,0
1616.0,0
1632.0,1
1648.0,0
1664.0,0
1680.0,1
1696.0,0
1712.0,0
1728.0,0
1744.0,1
1760.0,0
1776.0,0
1792.0,2
1808.0,1
1824.0,0
1840.0,0
1856.0,0
1872.0,0
1888.0,1
1904.0,0
1920.0,0
1936.0,0
1952.0,0
1968.0,0
1984.0,0
2000.0,0
2016.0,0
2032.0,0
2048.0,0
2064.0,0
2080.0,0
2096.0,0
2112.0,1
2128.0,0
2144.0,0
2160.0,0
2176.0,1
2192.0,0
2208.0,0
2224.0,0
2240.0,0
2256.0,0
2272.0,0
2288.0,0
2304.0,0
2320.0,1
2336.0,0
2352.0,0
2368.0,0
2384.0,0
2400.0,0
2416.0,0
2432.0,0
2448.0,0
2464.0,0
2480.0,0
2496.0,1
2512.0,0
2528.0,1
2544.0,0
2560.0,1
2576.0,2
2592.0,1
2608.0,1
2624.0,0
2640.0,0
2656.0,0
